user,latitude,longitude,date,day_of_week,hour,categoria,timestamp
User_1712,-12.518108,-40.285843,2018-07-10,Thursday,8,restaurant,1530791527118
User_904,-29.655103,-50.996025,2018-07-10,Thursday,9,car_repair,1530792465995
User_11,-7.080822,-41.464297,2018-07-09,Wednesday,18,cafe,1530739469998
User_575,-3.769141,-38.556337,2018-07-10,Thursday,13,pet_store,1530806559714
User_4241,-23.192617,-46.817371,2018-07-10,Thursday,12,store,1530803491241
User_3199,-19.875775,-43.934926,2018-07-10,Thursday,13,school,1530807671054
User_5271,-9.552647,-35.756922,2018-07-10,Thursday,13,restaurant,1530809214265
User_1948,-2.53024,-44.302398,2018-07-10,Thursday,7,gas_station,1530787881399
User_4869,-12.218049,-38.962958,2018-07-10,Thursday,13,restaurant,1530809636442
User_4081,-21.77609,-47.084578,2018-07-10,Thursday,14,restaurant,1530810814443
User_2276,-23.58181,-46.66711,2018-07-10,Wednesday,21,grocery_or_supermarket,1530751303715
User_2101,-23.330034,-46.708967,2018-07-10,Wednesday,20,restaurant,1530745262568
User_4667,-8.509456,-35.376978,2018-07-10,Wednesday,22,store,1530753401251
User_3247,-21.278754,-50.327142,2018-07-10,Wednesday,12,stadium,1530716782866
User_1281,-5.835916,-35.213935,2018-07-11,Wednesday,22,police,1530754582014
User_3108,-18.94295,-48.301646,2018-07-10,Wednesday,7,car_dealer,1530700705514
User_3306,-8.051256,-34.920069,2018-07-09,Thursday,9,store,1530792810964
User_2704,-16.744499,-43.858119,2018-07-10,Thursday,9,bar,1530793252545
User_1957,-27.601548,-48.614104,2018-07-10,Thursday,9,restaurant,1530793527571
User_78,-7.181961,-34.887136,2018-07-10,Thursday,9,store,1530793463477
User_2219,-21.755766,-43.348524,2018-07-10,Thursday,9,book_store,1530792979878
User_5800,-16.004244,-47.991008,2018-07-03,Thursday,8,car_rental,1530789734223
User_1220,-23.426637,-51.88235,2018-07-03,Thursday,13,funeral_home,1530807128422
User_461,-21.197077,-47.813926,2018-07-03,Thursday,13,storage,1530808649995
User_5456,-23.132588,-52.322512,2018-07-03,Thursday,13,restaurant,1530809344553
User_2747,-20.745206,-48.914143,2018-07-03,Sunday,16,restaurant,1531077022679
User_1060,-6.794197,-39.301178,2018-07-03,Sunday,16,pharmacy,1531079068843
User_77,-23.518344,-47.250095,2018-07-03,Sunday,16,lodging,1531078534142
User_2546,-8.137504,-34.911685,2018-07-03,Sunday,17,hospital,1531078741013
User_856,-23.55711,-46.662019,2018-07-03,Sunday,17,moving_company,1531082106147
User_4110,-23.569792,-46.765772,2018-07-03,Sunday,17,liquor_store,1531081843791
User_2706,-20.468485,-54.638203,2018-07-03,Sunday,16,university,1531081296485
User_4321,-10.854236,-37.080183,2018-07-02,Sunday,16,bar,1531079568851
User_2759,-19.827738,-43.973097,2018-07-03,Sunday,7,restaurant,1531047098005
User_3714,-20.832275,-49.350563,2018-07-03,Sunday,17,shopping_mall,1531080677298
User_5089,-18.913931,-48.275568,2018-07-03,Sunday,17,laundry,1531081117899
User_3753,-20.268967,-40.294023,2018-07-03,Saturday,18,bank,1530997895059
User_2936,-19.949946,-44.349047,2018-07-03,Saturday,20,school,1531006099086
User_5496,-15.844202,-48.114769,2018-07-03,Saturday,21,car_dealer,1531009939297
User_2371,-4.373139,-44.33446,2018-07-03,Saturday,21,restaurant,1531009954400
User_4317,-3.025382,-59.974349,2018-07-03,Saturday,21,night_club,1531011699117
User_4430,-18.905128,-48.272907,2018-07-03,Sunday,17,bank,1531082149511
User_507,-23.491157,-46.405654,2018-07-03,Sunday,17,public_transportation,1531082706204
User_5425,-12.896505,-38.315801,2018-07-03,Sunday,17,school,1531083269659
User_642,-18.872627,-41.969703,2018-07-03,Sunday,17,lodging,1531083408257
User_535,-7.147165,-34.829042,2018-07-03,Sunday,18,storage,1531084896905
User_5602,-25.43999,-49.182899,2018-07-03,Sunday,17,gym,1531082375016
User_4178,-22.980422,-43.234234,2018-07-03,Sunday,18,bar,1531085394006
User_1686,-19.936582,-43.918651,2018-07-03,Sunday,19,pharmacy,1531090626741
User_2353,-23.30402,-51.222359,2018-07-03,Sunday,20,store,1531091784711
User_2726,-23.522001,-46.922697,2018-07-03,Sunday,20,public_transportation,1531092201886
User_2570,-16.825362,-49.282617,2018-07-03,Sunday,20,hair_care,1531092752465
User_665,-23.212485,-47.312002,2018-07-03,Sunday,17,moving_company,1531082194372
User_1993,-20.312637,-40.389236,2018-07-03,Sunday,17,public_transportation,1531082777584
User_2872,-19.930205,-43.170738,2018-07-03,Sunday,18,grocery_or_supermarket,1531084744174
User_4775,-25.052323,-51.534636,2018-07-03,Wednesday,19,spa,1530742291224
User_730,-27.500323,-48.656325,2018-07-03,Thursday,20,hospital,1530834628571
User_4158,-10.943995,-37.058402,2018-07-04,Thursday,19,accounting,1530828801487
User_1379,-22.942314,-45.469448,2018-07-03,Thursday,21,store,1530837879737
User_3065,-23.745126,-46.664863,2018-07-04,Thursday,22,restaurant,1530841157836
User_1934,-23.365047,-51.136667,2018-07-05,Thursday,22,lodging,1530839475985
User_1957,-8.738751,-36.62706,2018-07-05,Thursday,22,electronics_store,1530839713717
User_4763,-20.50464,-54.662711,2018-07-05,Thursday,18,bakery,1530828562042
User_640,-25.543978,-49.257691,2018-07-05,Thursday,21,doctor,1530837254324
User_2067,-20.320314,-41.13548,2018-07-05,Thursday,19,store,1530828959658
User_5430,-22.847753,-43.268639,2018-07-05,Thursday,22,real_estate_agency,1530840831960
User_4725,-1.346353,-48.405554,2018-07-04,Thursday,22,spa,1530841134486
User_4676,-3.088295,-60.041854,2018-07-05,Thursday,23,cultural_venue,1530841669817
User_1378,-17.735593,-49.112008,2018-07-05,Thursday,22,bar,1530839480903
User_5886,-12.94208,-38.44534,2018-07-05,Thursday,22,gas_station,1530841104470
User_4106,-2.996614,-60.002943,2018-07-05,Thursday,21,doctor,1530841773790
User_2718,-16.284069,-48.978716,2018-07-05,Thursday,21,restaurant,1530837500998
User_3919,-20.685071,-50.547121,2018-07-05,Thursday,21,restaurant,1530835579881
User_3594,-23.562249,-46.369577,2018-07-05,Thursday,22,gas_station,1530839557560
User_5843,-10.971664,-37.072219,2018-07-05,Thursday,22,restaurant,1530841875373
User_2231,-10.869471,-61.944616,2018-07-05,Thursday,19,gas_station,1530832613523
User_4304,-3.069687,-60.001522,2018-07-05,Thursday,21,book_store,1530840068666
User_3968,-15.867699,-47.96234,2018-07-05,Thursday,19,university,1530830099583
User_5955,-23.604387,-46.750947,2018-07-05,Thursday,22,car_rental,1530841820570
User_3571,-9.573222,-35.738722,2018-07-05,Thursday,22,restaurant,1530841016343
User_5144,-8.793172,-63.89224,2018-07-05,Friday,13,store,1530896943020
User_1496,-22.88568,-43.55676,2018-07-05,Friday,10,restaurant,1530885350916
User_1460,-23.403865,-46.517356,2018-07-05,Friday,17,storage,1530908743157
User_5237,-22.873253,-43.494378,2018-07-05,Sunday,14,car_dealer,1530465160368
User_5388,-22.742875,-47.655253,2018-07-05,Sunday,17,university,1530478055659
User_849,-9.360236,-40.534842,2018-07-05,Sunday,17,night_club,1530477581077
User_4630,-22.928475,-43.336859,2018-07-04,Sunday,11,electrician,1530456461171
User_2122,-22.919632,-43.548218,2018-07-04,Sunday,12,restaurant,1530457363744
User_5527,-23.711954,-46.582449,2018-07-05,Sunday,11,school,1530457085034
User_2732,-22.229426,-45.934927,2018-07-05,Sunday,11,school,1530456752613
User_405,-8.099811,-34.925585,2018-07-05,Sunday,12,restaurant,1530457953958
User_5697,-19.918878,-43.926175,2018-07-05,Sunday,13,restaurant,1530459281518
User_1858,-19.995429,-43.996487,2018-07-06,Sunday,12,electronics_store,1530458435315
User_4204,-12.941039,-38.493243,2018-07-05,Sunday,9,grocery_or_supermarket,1530449220851
User_5753,-26.253683,-48.810276,2018-07-06,Sunday,12,storage,1530459807572
User_3987,-22.887923,-43.315267,2018-07-06,Sunday,12,bar,1530459893925
User_2456,-22.74256,-42.855642,2018-07-05,Sunday,8,school,1530446124877
User_2426,-23.641943,-46.734467,2018-07-05,Sunday,8,restaurant,1530444613312
User_130,-15.881801,-48.093073,2018-07-06,Sunday,12,store,1530458773721
User_4044,-3.107985,-60.045771,2018-07-06,Sunday,10,car_dealer,1530456073673
User_832,-12.944938,-38.49677,2018-07-06,Sunday,10,accounting,1530452041437
User_5403,-15.803306,-48.115287,2018-07-06,Sunday,12,lodging,1530459901242
User_3132,-19.931622,-44.030502,2018-07-06,Sunday,13,restaurant,1530460959904
User_60,-5.218412,-37.340477,2018-07-06,Sunday,13,beauty_salon,1530461125124
User_5530,-1.256994,-48.467997,2018-07-06,Sunday,12,store,1530457239242
User_935,-23.629428,-46.511116,2018-07-06,Sunday,13,convenience_store,1530461591563
User_410,-25.518187,-49.309758,2018-07-06,Thursday,9,bar,1530792278687
User_89,-12.75727,-38.179996,2018-07-05,Thursday,9,hospital,1530793023285
User_1208,-8.119881,-34.901443,2018-07-06,Thursday,9,beauty_salon,1530793277918
User_2244,-23.484226,-46.542727,2018-07-05,Thursday,6,bar,1530782955806
User_5678,-3.100163,-59.975375,2018-07-04,Thursday,7,car_dealer,1530790594341
User_3033,-18.50843,-54.756945,2018-07-06,Thursday,7,lodging,1530791651329
User_5848,-20.357077,-40.294497,2018-07-05,Thursday,8,moving_company,1530791892864
User_1423,-12.993063,-38.5146,2018-07-05,Wednesday,19,store,1530743543449
User_1827,-7.084349,-41.472077,2018-07-05,Thursday,8,grocery_or_supermarket,1530789639998
User_3900,-22.902629,-43.26437,2018-07-05,Thursday,9,restaurant,1530792219439
User_734,-23.467452,-46.59761,2018-07-05,Thursday,9,hospital,1530792785433
User_3490,-12.999176,-38.489561,2018-07-05,Thursday,9,gas_station,1530792971053
User_2544,-22.998175,-43.346649,2018-07-05,Thursday,9,place_of_worship,1530792693999
User_2403,-1.357476,-48.436416,2018-07-05,Thursday,3,shopping_mall,1530770777420
User_2534,-22.889069,-43.227895,2018-07-05,Thursday,9,pharmacy,1530794441966
User_1568,-22.902577,-43.170629,2018-07-05,Thursday,9,moving_company,1530794801411
User_5647,-23.522792,-46.66122,2018-07-05,Thursday,9,restaurant,1530795106586
User_799,-23.514273,-47.488978,2018-07-05,Thursday,9,bar,1530795135164
User_4998,-20.344613,-40.296571,2018-07-05,Thursday,11,night_club,1530800899096
User_1632,-22.748977,-43.440256,2018-07-05,Thursday,13,store,1530807796477
User_4745,-12.982745,-38.453679,2018-07-05,Thursday,13,restaurant,1530806467451
User_4269,-22.803878,-43.367526,2018-07-05,Thursday,13,store,1530808326542
User_4271,-23.385841,-46.719649,2018-07-05,Thursday,13,restaurant,1530808442818
User_5934,-23.546545,-46.635482,2018-07-05,Thursday,13,store,1530807566603
User_1098,-3.047803,-59.944603,2018-07-05,Thursday,12,book_store,1530808556192
User_3778,-3.041011,-59.999799,2018-07-05,Thursday,12,public_transportation,1530809284795
User_511,-3.014416,-59.933437,2018-07-05,Thursday,12,bar,1530807068670
User_4855,-15.604125,-56.085564,2018-07-05,Thursday,13,restaurant,1530810174714
User_4880,-10.993593,-37.0593,2018-07-05,Thursday,8,store,1530788944357
User_2392,-12.927624,-38.469345,2018-07-05,Thursday,8,grocery_or_supermarket,1530789508243
User_5657,-3.130987,-60.021068,2018-07-05,Thursday,7,gym,1530789499144
User_4172,-3.095522,-60.025969,2018-07-05,Thursday,7,jewelry_store,1530791048589
User_5870,-21.786896,-43.389403,2018-07-05,Thursday,7,store,1530787797210
User_3555,-22.975297,-43.190252,2018-07-05,Wednesday,13,restaurant,1530722178212
User_4598,-8.051388,-34.880503,2018-07-04,Thursday,8,real_estate_agency,1530788412684
User_4277,-23.095407,-47.713995,2018-07-04,Thursday,8,doctor,1530788527975
User_5544,-13.625686,-41.326455,2018-07-05,Thursday,8,restaurant,1530790473301
User_5666,-23.664887,-52.617113,2018-07-04,Tuesday,15,pharmacy,1530641474446
User_5351,-15.821199,-47.977507,2018-07-04,Thursday,8,car_wash,1530791242325
User_1066,-16.629709,-49.27885,2018-07-03,Thursday,18,hospital,1530827983363
User_2685,-29.761369,-51.124306,2018-07-03,Thursday,19,store,1530831513196
User_574,-23.279381,-47.278478,2018-07-03,Thursday,20,movie_theater,1530834328336
User_89,-21.547748,-47.704949,2018-07-03,Thursday,20,grocery_or_supermarket,1530834793262
User_3801,-23.664581,-46.453228,2018-07-03,Thursday,20,gas_station,1530834247042
User_2197,-8.071654,-34.917408,2018-07-03,Thursday,20,restaurant,1530832533708
User_5206,-15.78699,-47.889265,2018-07-03,Thursday,20,store,1530834718067
User_4973,-16.662982,-49.209964,2018-07-03,Saturday,10,locksmith,1530969122197
User_2248,-29.379966,-50.869759,2018-07-03,Saturday,7,car_repair,1530958683942
User_4311,-8.085419,-34.888826,2018-07-03,Saturday,10,restaurant,1530970086635
User_4279,-23.500354,-46.634931,2018-07-03,Saturday,10,school,1530970911014
User_1240,-20.142053,-44.203061,2018-07-03,Saturday,8,home_goods_store,1530962033085
User_3641,-21.367854,-45.497223,2018-07-03,Friday,23,gas_station,1530930619939
User_1489,-7.57591,-40.497564,2018-07-03,Friday,8,restaurant,1530875078289
User_4750,-22.945808,-45.503671,2018-07-03,Friday,21,restaurant,1530922335884
User_1790,-7.314781,-38.945412,2018-07-03,Friday,21,lodging,1530922193889
User_666,-3.739916,-38.471247,2018-07-03,Friday,21,cafe,1530922331006
User_5007,-22.743709,-45.624994,2018-07-03,Friday,21,bus_station,1530923743128
User_4431,-22.881237,-47.120607,2018-07-03,Friday,21,department_store,1530921767925
User_5393,-23.667739,-46.460308,2018-07-03,Friday,19,grocery_or_supermarket,1530917826891
User_3884,-12.986441,-38.49082,2018-07-03,Friday,21,restaurant,1530924249396
User_3019,-23.496615,-46.469061,2018-07-03,Friday,21,car_repair,1530924264853
User_4116,-20.285183,-40.309478,2018-07-03,Thursday,15,restaurant,1530817135632
User_5527,-23.255912,-51.143817,2018-07-03,Friday,20,store,1530919699375
User_743,-3.750421,-49.677419,2018-07-03,Friday,21,bakery,1530923258401
User_1731,-1.404033,-48.481788,2018-07-03,Friday,21,bar,1530923713788
User_2622,-22.952871,-43.344046,2018-07-04,Friday,21,restaurant,1530923377000
User_3090,-23.00161,-43.304173,2018-07-04,Friday,21,restaurant,1530921995185
User_5823,-15.8626,-48.085057,2018-07-03,Friday,21,restaurant,1530924278405
User_895,-23.458154,-46.530868,2018-07-03,Friday,21,bakery,1530924404854
User_2757,-23.668334,-46.610365,2018-07-03,Saturday,10,accounting,1530968448583
User_5184,-19.894375,-43.990596,2018-07-03,Saturday,8,cafe,1530964632447
User_3770,-15.650082,-56.145298,2018-07-03,Saturday,9,place_of_worship,1530968881536
User_2739,-22.932687,-43.3481,2018-07-03,Saturday,11,restaurant,1531577841125
User_5874,-22.535851,-44.183534,2018-07-03,Saturday,21,place_of_worship,1531614005758
User_1596,-9.377344,-37.998542,2018-07-03,Saturday,21,store,1531614377313
User_4514,-7.846068,-35.25011,2018-07-04,Saturday,21,doctor,1531615242223
User_5765,-22.919803,-43.55958,2018-07-04,Saturday,21,bank,1531615136282
User_1626,-25.509811,-49.185695,2018-07-04,Saturday,21,store,1531614727879
User_3565,-25.089127,-50.123384,2018-07-04,Saturday,21,car_repair,1531615670860
User_5742,-19.846847,-43.920695,2018-07-04,Saturday,21,gym,1531616283641
User_813,-3.126731,-59.998964,2018-07-04,Saturday,21,doctor,1531616414217
User_2709,-12.933073,-38.477121,2018-07-03,Saturday,19,taxi_stand,1531608709182
User_653,-29.948597,-51.094071,2018-07-03,Saturday,21,restaurant,1531614729363
User_4968,-22.721311,-47.646116,2018-07-03,Saturday,21,doctor,1531615280148
User_5524,-16.428713,-39.091331,2018-07-09,Saturday,22,store,1531615369880
User_4075,-26.248392,-48.639168,2018-07-10,Saturday,19,grocery_or_supermarket,1531607786905
User_5157,-27.110996,-53.595641,2018-07-10,Saturday,17,restaurant,1531601014238
User_1060,-3.094155,-60.023451,2018-07-10,Saturday,20,gas_station,1531613658450
User_5997,-24.955746,-53.446206,2018-07-10,Saturday,21,grocery_or_supermarket,1531613677119
User_1989,-19.959984,-43.989414,2018-07-10,Saturday,19,painter,1531605275356
User_3132,-12.252379,-38.94186,2018-07-10,Saturday,21,cafe,1531615267756
User_4894,-7.198833,-34.850426,2018-07-10,Saturday,21,cafe,1531614367186
User_373,-23.486409,-46.661099,2018-07-10,Saturday,21,gas_station,1531614444777
User_5101,-31.33136,-54.104558,2018-07-10,Saturday,21,store,1531616343681
User_2727,-2.581169,-44.196171,2018-07-10,Saturday,18,doctor,1531602560601
User_1580,-5.080051,-42.810217,2018-07-10,Saturday,20,parking,1531612448695
User_4136,-16.717956,-49.269245,2018-07-10,Saturday,20,store,1531612144447
User_3238,-14.847408,-40.826803,2018-07-10,Saturday,21,car_rental,1531614172968
User_482,-7.068742,-34.845492,2018-07-10,Saturday,17,restaurant,1531598532252
User_4891,-26.369606,-49.122013,2018-07-10,Saturday,21,restaurant,1531614697200
User_2216,-7.123468,-34.886246,2018-07-10,Saturday,18,gas_station,1531601855395
User_1071,-16.00497,-47.988472,2018-07-10,Saturday,18,store,1531604212739
User_1623,-29.920915,-51.197612,2018-07-10,Saturday,20,restaurant,1531610303662
User_4905,-20.313006,-40.310936,2018-07-10,Sunday,6,restaurant,1531648273108
User_923,-21.745004,-43.400401,2018-07-10,Sunday,2,well_being,1531633285891
User_2326,-7.850724,-35.25217,2018-07-10,Saturday,16,car_repair,1531597189863
User_5147,-6.411355,-35.1805,2018-07-10,Sunday,7,school,1531651650683
User_3273,-23.481305,-47.448945,2018-07-10,Sunday,1,bar,1531629875284
User_4455,-20.195359,-40.254523,2018-07-10,Friday,10,moving_company,1531487809968
User_632,-16.734295,-49.287232,2018-07-10,Thursday,9,restaurant,1531399931078
User_1923,-7.389614,-38.774226,2018-07-10,Friday,10,restaurant,1531488779723
User_5493,-9.158382,-36.032316,2018-07-10,Friday,10,restaurant,1531489159655
User_873,-19.974618,-43.9449,2018-07-10,Wednesday,6,electronics_store,1531298907318
User_3205,0.047028,-51.060783,2018-07-10,Friday,8,store,1531480178455
User_3540,-12.256578,-38.973491,2018-07-02,Friday,6,lodging,1531474368434
User_1747,-8.089832,-34.928968,2018-07-02,Friday,7,public_transportation,1531475093959
User_266,-22.947832,-43.363167,2018-07-02,Friday,10,restaurant,1531487010518
User_640,-12.271419,-38.953943,2018-07-02,Friday,9,furniture_store,1531485863493
User_4871,-25.504742,-49.319195,2018-07-02,Friday,10,restaurant,1531487230648
User_2102,-7.544433,-35.706118,2018-07-02,Friday,7,restaurant,1531476787543
User_1464,-20.352213,-40.297238,2018-07-02,Friday,10,storage,1531488292317
User_101,-1.125679,-47.621638,2018-07-02,Friday,10,store,1531488257264
User_5003,-23.009691,-43.336327,2018-07-02,Friday,10,hospital,1531489021113
User_5436,-19.326767,-40.072837,2018-07-02,Friday,9,restaurant,1531485313239
User_5616,-22.24491,-42.52293,2018-07-02,Friday,10,parking,1531489037465
User_1022,-9.651589,-35.699399,2018-07-02,Friday,10,public_transportation,1531489109428
User_5400,-20.823248,-49.366447,2018-07-02,Friday,7,restaurant,1531478538614
User_85,-15.75908,-47.917191,2018-07-02,Friday,8,department_store,1531478261021
User_1017,-6.256289,-36.512424,2018-07-02,Friday,6,shopping_mall,1531473083444
User_2349,-24.520968,-51.669245,2018-07-02,Friday,7,store,1531479130774
User_599,-12.92094,-38.499208,2018-07-02,Friday,8,bus_station,1531479748731
User_4976,-19.888147,-44.006242,2018-07-02,Friday,7,car_rental,1531477920566
User_3477,-19.765246,-47.925743,2018-07-02,Friday,8,school,1531480447804
User_3896,-23.543046,-46.936066,2018-07-02,Friday,8,electrician,1531481594875
User_1959,-19.953084,-44.048834,2018-07-02,Friday,8,pharmacy,1531481621912
User_2192,-23.604085,-46.50771,2018-07-02,Friday,20,restaurant,1531524404455
User_3214,-30.027486,-51.102597,2018-07-02,Friday,16,school,1531511852926
User_3125,-22.736143,-47.377982,2018-07-02,Friday,6,grocery_or_supermarket,1531473792719
User_4456,-8.13207,-34.901569,2018-07-02,Friday,20,bank,1531525755998
User_1917,-2.483186,-44.258655,2018-07-01,Friday,19,restaurant,1531520101531
User_3594,-19.989496,-44.027537,2018-07-02,Friday,19,grocery_or_supermarket,1531522662906
User_42,-20.449005,-54.646451,2018-07-02,Friday,15,restaurant,1531509206652
User_2540,-8.046658,-34.950241,2018-07-08,Friday,20,doctor,1531525828555
User_5628,-23.514567,-46.721097,2018-07-08,Friday,20,grocery_or_supermarket,1531526115064
User_3811,-21.170799,-47.833195,2018-07-08,Friday,20,sports_center,1531525196805
User_3765,-8.620881,-39.599577,2018-07-08,Monday,17,school,1531169232586
User_666,-20.280407,-40.290245,2018-07-08,Friday,14,storage,1531501488480
User_5414,-19.937355,-43.96854,2018-07-08,Friday,7,restaurant,1531479242461
User_2276,-3.119345,-60.004791,2018-07-08,Friday,7,restaurant,1531480304290
User_1456,-23.514892,-46.139005,2018-07-08,Friday,8,restaurant,1531480873771
User_7,-23.601254,-46.692557,2018-07-08,Friday,9,bakery,1531486697033
User_5024,-12.140833,-38.42709,2018-07-09,Friday,10,store,1531487386996
User_4907,-22.963008,-47.135861,2018-07-08,Friday,10,university,1531487382589
User_2692,-4.707599,-55.990855,2018-07-08,Friday,10,grocery_or_supermarket,1531487418730
User_4348,-23.680202,-46.770397,2018-07-08,Friday,10,restaurant,1531488673731
User_1067,-26.280186,-48.883428,2018-07-08,Monday,12,department_store,1531151470619
User_3055,-7.221898,-35.909961,2018-07-08,Monday,21,home_goods_store,1531183050412
User_5566,-8.003128,-34.907429,2018-07-08,Monday,22,stadium,1531184362359
User_3298,-23.594759,-46.441855,2018-07-08,Monday,17,restaurant,1531167023180
User_3513,-8.772289,-36.622227,2018-07-07,Monday,21,store,1531181471416
User_381,-25.435497,-49.316435,2018-07-08,Monday,20,cafe,1531179201867
User_84,-3.778727,-38.539788,2018-07-08,Monday,21,restaurant,1531182411430
User_218,-5.896844,-35.202798,2018-07-08,Monday,21,restaurant,1531184031372
User_3005,-23.308946,-51.168203,2018-07-06,Tuesday,1,store,1531197130557
User_625,-2.448402,-54.749558,2018-07-08,Monday,20,store,1531179713767
User_3515,-27.632293,-52.2797,2018-07-08,Monday,20,bakery,1531177724168
User_1615,-23.692506,-49.816067,2018-07-08,Monday,14,storage,1531155619524
User_2240,-22.808827,-43.196066,2018-07-07,Monday,19,restaurant,1531177024457
User_3474,-22.757047,-43.423379,2018-07-07,Monday,23,restaurant,1531188412687
User_1208,-13.002331,-38.479451,2018-07-07,Monday,2,car_repair,1531113892123
User_660,-21.202272,-47.850602,2018-07-07,Tuesday,11,restaurant,1531234410997
User_1982,-23.570174,-46.705401,2018-07-07,Tuesday,12,parking,1531234896153
User_5486,-23.610086,-46.508408,2018-07-07,Tuesday,12,car_wash,1531235076525
User_4500,-22.811272,-43.027572,2018-07-07,Tuesday,9,bakery,1531226316770
User_4511,-23.653006,-46.705661,2018-07-07,Tuesday,10,restaurant,1531229069493
User_3902,-22.517901,-44.105358,2018-07-07,Tuesday,12,restaurant,1531235653959
User_140,-5.813251,-35.213364,2018-07-07,Tuesday,12,beauty_salon,1531236429808
User_1204,-22.899526,-47.053899,2018-07-07,Tuesday,10,store,1531228145998
User_3461,-7.223969,-35.87514,2018-07-07,Tuesday,11,bakery,1531234138608
User_3721,-22.239023,-45.707062,2018-07-07,Tuesday,12,shopping_mall,1531237784308
User_4580,-15.639586,-55.976956,2018-07-07,Tuesday,12,restaurant,1531238032929
User_2434,-23.452019,-46.676542,2018-07-07,Tuesday,12,storage,1531238065121
User_2077,-19.461844,-44.253774,2018-07-04,Tuesday,11,bakery,1531234508942
User_3775,-9.651294,-35.723593,2018-07-07,Tuesday,12,grocery_or_supermarket,1531235057099
User_1255,-2.545764,-44.270281,2018-07-07,Monday,16,home_goods_store,1531165909008
User_1984,-23.571464,-46.526024,2018-07-07,Tuesday,12,store,1531235948791
User_743,-20.355268,-40.368826,2018-07-06,Tuesday,12,restaurant,1531236995825
User_4629,-15.638352,-56.054442,2018-07-06,Tuesday,9,car_repair,1531224526093
User_162,-8.896189,-35.145509,2018-07-07,Tuesday,12,lodging,1531237317201
User_2865,-13.010181,-38.512064,2018-07-07,Tuesday,12,store,1531236176069
User_2,-19.893693,-44.002785,2018-07-07,Tuesday,12,cafe,1531237460623
User_3038,-23.677367,-46.59503,2018-07-01,Tuesday,12,car_repair,1531235372542
User_2615,-23.561071,-46.643464,2018-07-01,Tuesday,9,car_wash,1531225294574
User_4223,-1.437811,-48.458598,2018-07-01,Tuesday,12,grocery_or_supermarket,1531238246145
User_1521,-13.888405,-38.940735,2018-07-01,Sunday,17,restaurant,1531082134013
User_3820,-22.876716,-43.578886,2018-07-01,Sunday,17,car_wash,1531082704570
User_4062,-12.809451,-38.390532,2018-07-01,Sunday,17,school,1531083070400
User_4459,-16.764152,-49.277758,2018-07-01,Sunday,10,doctor,1531056453061
User_1752,-3.030174,-59.965508,2018-07-01,Sunday,17,car_dealer,1531084827621
User_5945,-8.119335,-34.905985,2018-07-01,Sunday,17,home_goods_store,1531081916912
User_1479,-19.82355,-40.274658,2018-07-01,Sunday,17,real_estate_agency,1531081907812
User_3234,-23.576561,-46.741882,2018-07-01,Saturday,21,school,1531008388928
User_4812,-20.320686,-40.335307,2018-07-01,Saturday,19,lodging,1531001739804
User_3614,-20.451154,-54.604499,2018-07-01,Saturday,20,bar,1531010240377
User_1760,-19.863343,-43.909737,2018-07-01,Saturday,21,courthouse,1531010520412
User_3962,0.031013,-51.062779,2018-07-01,Saturday,21,restaurant,1531009720930
User_5016,-23.638721,-46.794265,2018-07-01,Saturday,20,grocery_or_supermarket,1531004732519
User_4964,-23.580317,-46.745524,2018-07-01,Saturday,21,grocery_or_supermarket,1531008977341
User_626,-6.120875,-35.472354,2018-07-01,Saturday,21,car_dealer,1531009513530
User_5391,-23.565544,-46.593837,2018-07-01,Saturday,21,bakery,1531009761464
User_4447,-24.183342,-46.789493,2018-07-01,Saturday,18,store,1531000432287
User_4384,-22.497324,-44.050038,2018-07-01,Saturday,15,pet_store,1530989651758
User_5753,-22.88357,-43.408168,2018-07-01,Saturday,21,travel_agency,1531008239361
User_2063,-23.525227,-47.130535,2018-07-11,Saturday,21,place_of_worship,1531009785604
User_3504,-23.507952,-46.470346,2018-07-11,Saturday,17,restaurant,1530995188482
User_2213,-8.062273,-34.898954,2018-07-11,Saturday,20,beauty_salon,1531005360743
User_4304,-23.449842,-46.73227,2018-07-11,Saturday,21,bar,1531011508498
User_1588,-8.297607,-35.967341,2018-07-11,Sunday,17,gym,1531082418107
User_1867,-31.761652,-52.228508,2018-07-11,Sunday,17,car_dealer,1531083192824
User_5846,-23.507266,-46.147143,2018-07-11,Sunday,18,restaurant,1531085127200
User_4616,-27.219372,-49.650407,2018-07-11,Sunday,17,bank,1531082059429
User_5519,-22.160757,-51.454122,2018-07-11,Sunday,14,restaurant,1531070988843
User_1548,-22.786666,-43.29439,2018-07-11,Saturday,13,restaurant,1530980781802
User_2819,-0.056675,-51.179234,2018-07-11,Sunday,19,spa,1531090691283
User_583,-9.632626,-35.697198,2018-07-11,Sunday,17,school,1531082280084
User_5139,-23.652354,-46.526087,2018-07-11,Sunday,10,store,1530450177855
User_2821,-23.573366,-46.521422,2018-07-11,Sunday,13,school,1530461388246
User_1222,-22.863974,-43.334116,2018-07-10,Sunday,2,store,1530423460377
User_4717,-15.826824,-48.113243,2018-07-11,Sunday,12,store,1530457225509
User_408,-25.467107,-49.292594,2018-07-11,Sunday,12,restaurant,1530457783416
User_1828,-22.786319,-43.341397,2018-07-10,Sunday,12,bus_station,1530457837218
User_3484,-15.567403,-47.3272,2018-07-10,Sunday,10,park,1530452380461
